timestamp,gas_price
2022-12-05,13694728121.192308
2022-12-06,15225005004.6
2022-12-07,15154821770.923077
2022-12-08,14134130105.576923
2022-12-09,28249444602.846153
2022-12-10,14271620620.692308
2022-12-11,14316678846.192308
2022-12-12,16444356177.038462
2022-12-13,17988790258.153847
2022-12-14,14676495926.807692
2022-12-15,17820879737.653847
2022-12-16,17333348960.46154
2022-12-17,13874154268.461538
2022-12-18,12640323243.76923
2022-12-19,15048054066.346153
2022-12-20,15145431425.692308
2022-12-21,14385722869.73077
2022-12-22,14167706638.576923
2022-12-23,13363067700.076923
2022-12-24,11028233197.23077
2022-12-25,11329013956.6
2022-12-26,12875501698.846153
2022-12-27,16131544100.423077
2022-12-28,14798507371.076923
2022-12-29,16317283188.923077
2022-12-30,17431500338.346153
2022-12-31,14697315276.153847
